stop.id,stop.name,stop.lat,stop.lon
182,Bateria-Bifurcació,41.472248,2.184148
1013,Av dels Països Catalans-Gaietà Faura,41.379549,2.094527
1014,Av dels Països Catalans-Laureà Miró,41.378124,2.092118
1763,Rosselló-Bruc,41.398075,2.163744
974,Av de Cornellà-Manuel Riera,41.374844,2.086176
975,Av de Cornellà-Pont d'Esplugues,41.376825,2.088863
1309,Còrsega-Hospital Clínic,41.389596,2.150045
1302,París-Comte d'Urgell,41.389461,2.147794
2179,Gran Via-Villarroel,41.382694,2.158922
2186,Gran Via-Urgell,41.382423,2.159086
1705,Diagonal-Bruc,41.398196,2.165846
700,Av Tibidabo-Josep Garí,41.415098,2.133486
701,Av Tibidabo-Lluís Muntadas,41.415390,2.131297
1881,Arquitecte Moragas-Jorge Manrique,41.432676,2.147466
1195,Pla de Palau,41.382081,2.184130
2212,Pas Sota Muralla-Pl. Pau Vila,41.381164,2.184435
2629,Port Vell,41.377126,2.183355
1154,Ronda Sant Pere-Girona,41.390249,2.175962
2630,Maremagnum,41.375717,2.182396
2631,Port Vell,41.377040,2.183502
2558,Jordi Girona-Tinent Coronel Valenzuela,41.387580,2.114335
1945,Sant Martí de l'Erm-Zona Esportiva Fontsanta,41.371552,2.069892
1947,Jacint Verdaguer-Fructuós Gelabert,41.373356,2.069013
1342,Via Favència-Lucena,41.444874,2.176011
1264,Villarroel-Mercat del Ninot,41.386799,2.154554
911,Av Meridiana-Aragó,41.409495,2.187138
903,Gran Via-Llúria,41.391870,2.171675
1744,Pau Claris-Mallorca,41.394548,2.164609
717,Calàbria-Aragó,41.382530,2.151366
1149,Pg de Sant Joan-Pl Mossèn Jacint Verdaguer,41.398624,2.170429
992,Balmes-València,41.391139,2.160075
891,Av Meridiana-Pl del Doctor Serrat,41.411333,2.186716
1304,Muntaner-València,41.388468,2.156873
2453,Pg de Gràcia-València,41.393348,2.163272
1894,Lepant-Mallorca,41.404160,2.176964
1114,Metro Tarragona,41.378369,2.145213
1083,Via Favència-Almagro,41.443910,2.172055
161,Av Alzinar-Castelladral,41.462493,2.183234
164,Castelladrall-Oristà,41.463882,2.185188
2339,Av de Vallcarca-Viaducte de Vallcarca,41.412055,2.144333
2007,Av República Argentina-Mare de Déu del Carmel,41.412082,2.140285
972,Av de Cornellà-Montesa,41.369641,2.081109
1839,Doctor Pi i Molist-Andratx,41.432809,2.173530
1840,Pla de las Madres de la Plaza de Mayo,41.435217,2.172227
551,Pg deTorras i Bages-Via Favència,41.445864,2.190654
1852,Via Júlia-Mas Duran,41.443511,2.178736
1986,Via Júlia-Via Favència,41.445409,2.179556
1338,Pl Karl Marx-Pg. Valldaura,41.439733,2.163211
215,Rambla dels Països Catalans-Ptge Formentera,41.491076,2.185283
1706,Diagonal-Pg. de Gràcia,41.396809,2.160304
2372,Av Príncep d'Astúries-Via Augusta,41.401226,2.151112
1832,Travessera de Gràcia-Balmes,41.397810,2.152365
1542,Via Augusta-Amigó,41.398060,2.140766
1535,Via Augusta-Ganduxer,41.397705,2.135855
2624,Balmes-Mitre,41.404222,2.141040
1507,Joan Valentí Escales-Doctor Pagès,41.447347,2.217717
2625,Balmes-Copèrnic,41.402521,2.145037
2497,Pg Bonanova-Escoles Pies,41.403395,2.127532
2498,Pg Bonanova-Carrasco i Formiguera,41.401266,2.123720
2449,Av Príncep d'Astúries-Guillem Tell,41.402807,2.150030
2171,Pl Borràs,41.404850,2.117524
2594,Muntaner-Parc de Monterols,41.401245,2.139928
2595,Muntaner-Plató,41.399861,2.141780
650,Pl Borràs,41.403958,2.117183
2641,Adrià Margarit-Teodor Roviralta,41.414158,2.131206
1090,Pg Valldaura-Pg Andreu Nin,41.439280,2.182503
2642,Rotonda de Bellesguard,41.410505,2.126163
2644,Pl de Benet XV,41.406232,2.120387
395,Av de Vallcarca-Capellades,41.419111,2.140921
451,Av República Argentina-Pl Alfonso Comín,41.413428,2.138571
1886,Poesia-Jardins de Montbau,41.431955,2.144059
730,Floridablanca-Comte d'Urgell,41.380647,2.161455
1830,Buenos Aires-Comte d' Urgell,41.392024,2.146621
764,Torre de Collserola,41.418902,2.116738
1080,Aiguablava-Nou Barris,41.447383,2.180500
1086,Almansa-Jaume Martí,41.442702,2.175299
183,Av de la Ribera-Llevant,41.476868,2.189100
2077,Av Anselm Clavé-Les Moreres,41.333873,2.100376
720,Josep Tarradellas-Viladomat,41.389195,2.143560
723,Londres-Hospital del Sagrat Cor,41.389812,2.145813
2185,Gran Via-Viladomat,41.380036,2.155913
839,Comte Borrell-Tamarit,41.378813,2.160608
436,Parlament-Av Paral·lel,41.375499,2.161378
1246,Gran Via-Llançà,41.376261,2.151148
2575,Espronceda-Pl Islàndia,41.417606,2.188244
2336,Av de Roma-Entença,41.382051,2.146801
843,Camí del Polvorí-Estadi Serrahima,41.366194,2.144103
844,Segura-Estadi Serrahima,41.364340,2.143510
845,Segura-Barri del Polvorí,41.365407,2.141652
490,Segura-Fortuna,41.365312,2.141662
491,Segura-Polvorí,41.364375,2.143334
835,Polvorí-Av Ferrer i Guàrdia,41.368073,2.144628
655,Av. J.V.Foix-Pedró de la Creu,41.395544,2.119956
2303,Av. J.V.Foix-Santa Amèlia,41.393336,2.121085
1546,Via Augusta-Anglí,41.397833,2.129200
1291,Via Augusta-Els Vergós,41.398257,2.125753
2663,Marquès de Sentmenat-Numància,41.384969,2.136713
2265,Av. Madrid-Joan Güell,41.380815,2.132811
2428,Les Corts-Vallespir,41.385284,2.132669
2266,Pl. del Centre,41.381885,2.136063
1818,Guillem Tell - Av Príncep d'Astúries,41.402796,2.148996
1787,Mitre-Saragossa,41.405285,2.144073
1801,Mitre-Pàdua,41.405824,2.146153
1319,Major de Sarrià-Dolors Monserdà,41.400865,2.120510
634,Major de Sarrià-Nou de Santa Eulàlia,41.402272,2.119247
635,Major de Sarrià-General Vives,41.403438,2.117223
2170,CAP Sarrià,41.401932,2.121444
1814,Doctor Pi i Molist-Fabra i Puig,41.430771,2.174491
1107,Caracas-Potosí,41.443577,2.202809
941,Fabra i Puig-Meridiana,41.430261,2.181997
1064,Fabra i Puig-Arnau d'Oms,41.430324,2.177722
1391,Fabra i Puig-Arnau d'Oms,41.430338,2.176723
1402,Pl Karl Marx,41.439395,2.162486
229,Centre Esportiu Ciutat Meridiana,41.459461,2.176122
1887,Jorge Manrique-C E Hispano Francès,41.431433,2.149286
1196,Via Laietana-Jutjats,41.382821,2.180363
1341,Via Favència-Castor,41.442690,2.170198
2565,Badal-Canalejas,41.373489,2.131036
1197,Via Laietana-Pl. Ramon Berenguer,41.385071,2.177390
2211,Via Laietana-Pl Ramon Berenguer,41.384963,2.177278
1628,Pg Marítim-Almirall Cervera,41.379075,2.192087
1664,Almirall Cervera,41.378391,2.190071
1665,Pg Marítim-Almirall Cervera,41.379165,2.192298
2564,Badal-Casteràs,41.375171,2.130410
1438,Zona Franca-ENASA,41.329827,2.131949
1691,Av Gran Via-Rambla Marina,41.348273,2.112261
1692,Av Gran Via-Av Mare de Déu de Bellvitge,41.346167,2.110240
1993,Rambla Marina-Metro de Bellvitge,41.351620,2.110198
1425,Carrer número 4-Carrer B,41.329619,2.133333
1437,Carrer número 4-Carrer D,41.331081,2.128353
1250,Pg Pujades-Parc de la Ciutadella,41.389982,2.185053
1434,Carrer núm 4-Mercabarna,41.334345,2.119037
1435,Carrer número 4-Carrer F,41.332990,2.122905
1436,Carrer número 4-Carrer E,41.332135,2.125338
2547,Sagrera-Múrcia,41.417652,2.191488
1657,Metro Poble Sec,41.374880,2.159895
1350,Palamós-Tamariu,41.449404,2.186150
1855,S'Agaró-Sa Tuna,41.451406,2.187922
2589,Parc del Turó de la Peira,41.433376,2.163352
919,Mercat Mare de Déu de Núria,41.459926,2.172569
920,Perafita-Av Rasos de Peguera,41.459700,2.170546
1915,Pamplona-Av Bogatell,41.393399,2.195673
2098,Rambla Marina-Travessia Industrial,41.352445,2.108490
927,Badajoz-Doctor Trueta,41.394938,2.200400
1897,Marina-Ramon Turró,41.390871,2.191899
1919,Àlaba-Bogatell,41.393125,2.198489
1594,Jacint Verdaguer-de la TV3,41.373976,2.071460
713,Tamarit-Mercat de Sant Antoni,41.379969,2.162654
1547,Pg Reina Elisenda-Major de Sarrià,41.399806,2.120795
1276,Zona Franca-Carrer A,41.334949,2.140311
1277,Zona Franca-SEAT,41.338013,2.142164
398,Santa Rosalia-Besòs,41.421731,2.146808
1274,Carrer A-SEAT,41.337416,2.141249
1431,Carrer A-Carrer número 3,41.331041,2.137357
1432,Carrer A-Carrer número 4,41.329164,2.136191
1433,Mercabarna-Mercat del Peix,41.334052,2.117334
1349,Palamós-La Fosca,41.447867,2.185263
1426,Carrer D-Carrer número 4,41.330110,2.128757
1427,Carrer D-Carrer número 5,41.327592,2.127203
1428,Carrer D-Carrer número 6,41.324901,2.125546
1287,València-Villarroel,41.386831,2.155608
799,Av Doctor Marañón-Av de Xile,41.381439,2.114350
2057,Riu Llobregat-Riu Ebre,41.316754,2.087585
1445,Ctra d'Esplugues-Domenech i Muntaner,41.364416,2.075640
1446,Ctra d'Esplugues-Torras i Bages,41.361171,2.072433
567,Av Sant Ildefons-Av República Argentina,41.362768,2.082816
568,Av Sant Ildefons-Bruc,41.360490,2.080818
1944,Av Barcelona-Mare de Déu de la Mercè,41.368507,2.070638
1965,St Martí de l'Erm-Marquès de Monistrol,41.371411,2.070081
1052,Ciutat d'Asunción-Tucumán,41.444586,2.199257
2253,Mallorca-Muntaner,41.389512,2.156721
1143,Pl Maragall-Xiprer,41.418880,2.180476
809,Rambla Prim-Pallars,41.414336,2.214866
855,Av Meridiana-Pl dels Jardins d'Elx,41.423500,2.187079
1495,Gran Via-Metro Besòs,41.420206,2.209672
804,Guipúscoa-Extremadura,41.424692,2.208523
827,Bernat Metge-Argentina,41.420188,2.211767
803,Guipúscoa-Metro La Pau,41.423363,2.206751
1423,Carrer número 1-Carrer número 60,41.344949,2.144315
2178,Gran Via-Casanova,41.384250,2.160999
1279,Transports Metropolitans de Barcelona,41.346736,2.142280
1271,Area Metropolitana de Barcelona,41.346705,2.142219
1615,Diagonal-Francesc Macià,41.393118,2.146355
2058,Riu Llobregat-Riu Túria,41.317100,2.084950
2066,Riu Llobregat-Av Onze de Setembre,41.317619,2.083213
677,Ctra d'Horta,41.438971,2.154218
223,Fusters-Ctra Nacional 150,41.464179,2.174811
1585,Ctra Reial-Bonavista,41.378514,2.078488
807,Bernat Metge-Rambla Prim,41.420458,2.211899
2324,Les Torres-Mina de la Ciutat,41.446651,2.171610
1263,Provença-Hospital Clínic,41.389573,2.154552
179,Fusters-Ctra Nacional 150,41.464613,2.175078
396,General Mendoza-Santa Rosalia,41.421466,2.141633
228,Les Agudes (a Torre Baró-Vallbona),41.461547,2.175902
227,Les Agudes-Costabona (a Torre Baró-Vallbona),41.462708,2.177347
888,Vallcivera-Pl Roja,41.461181,2.179395
918,Av Rasos de Peguera-Pedraforca,41.460493,2.173803
916,Les Agudes-Costabona (a Can Cuiàs),41.462681,2.177265
917,Les Agudes-Av Rasos de Peguera (a Can Cuiàs),41.461477,2.175881
158,Av Meridiana-Ctra de Ribes,41.449895,2.188848
989,París-Casanova,41.391101,2.149974
859,Pg de Santa Coloma-Ctra de Ribes,41.445130,2.189791
552,Via Favència-Ctra de Ribes,41.447117,2.189923
1645,Les Corts-Aurora Bertrana,41.377057,2.119821
1094,Pare Manyanet-Sant Sebastià,41.427701,2.191346
186,Av Mossèn Joaquim Castellví-Barcelona,41.487644,2.187772
187,Rambla dels Països Catalans-Torras i Bages,41.489388,2.186889
188,Rambla dels Països Catalans-Pl Espanya,41.491288,2.185462
213,Av Riera de Sant Cugat-Ptge de la Pintura,41.485729,2.181499
881,Anselm Clavé-Pl Espanya,41.492024,2.183483
1960,Av. Pedralbes-Bosch i Gimpera,41.392201,2.116336
1592,Av Indústria-Av Camp Roig,41.380490,2.066909
1591,Av Indústria-Ramón i Cajal,41.381787,2.068691
2479,Av Lluís Companys-Av Generalitat,41.375430,2.056903
2480,Av Lluís Companys-Rubió i Tudurí,41.377446,2.060231
2481,Av Lluís Companys-Pla del Vent,41.378530,2.062027
1566,Complex Esportiu Hospitalet Nord,41.376490,2.101576
1567,Laureà Miró-Molí,41.376911,2.095684
1458,Av Maresme-Av de la Fama,41.349690,2.087016
189,Pl Espanya-Sant Tomàs,41.491228,2.183832
1265,Villarroel-Aragó,41.385291,2.156551
234,Mercat Ciutat Meridiana,41.462304,2.178201
225,Les Agudes-Can Cuiàs,41.463726,2.175517
226,Les Agudes 31,41.463555,2.178125
924,Les Agudes 118-124,41.461211,2.174072
1272,Estació TIR-Pg de la Zona Franca,41.346925,2.148719
1968,Av Barcelona-Mare de Déu de Montserrat,41.367979,2.064016
1964,Fructuós Gelabert-Jacint Verdaguer,41.372760,2.067297
1745,Pau Claris-Aragó,41.392912,2.166772
1275,Cotxeres TB Zona Franca,41.329870,2.137157
1786,Mitre-Balmes,41.404254,2.140622
662,Ctra Cementiri de Collserola-Coll de La Ventosa,41.449921,2.158937
1471,Tibidabo-Mare de Déu de Montserrat,41.427957,2.211515
652,Via Augusta-Margenat,41.402008,2.120440
976,Av dels Països Catalans-Somatents,41.377829,2.091891
977,Av dels Països Catalans-Direcció Gral d'Esports,41.379655,2.094964
1576,Ctra Reial-Rambla Modolell,41.378569,2.076869
993,Balmes-Aragó,41.389380,2.162400
1577,Ctra Reial-de l'Estalvi,41.378268,2.079496
1578,Laureà Miró-Anton Fortuny,41.377957,2.082374
2261,Av.Madrid-Carles III,41.378713,2.127706
2262,Av Madrid-Benavent,41.377393,2.125406
2263,Av Madrid-Arizala,41.376134,2.123659
1649,Sants-Munné,41.375605,2.122873
1642,Metro Badal,41.375598,2.128907
679,Coll de La Ventosa,41.450797,2.158914
680,Ctra del Cementiri de Collserola-Recinte Hebreu,41.459721,2.155028
727,Rocafort-Aragó,41.381046,2.150887
661,Ctra Cementiri de Collserola-Ca.Vall de St Iscle,41.458991,2.154819
160,Av Alzinar-Transversal,41.461630,2.182768
1223,Av Icària-Joan Miró,41.390328,2.195773
159,Av Meridiana-Peníscola,41.453439,2.189160
1650,Metro Badal,41.375499,2.127962
1640,Pl de Sants,41.375489,2.134270
1641,Sants-Rambla del Brasil,41.375555,2.131029
2314,Badal-Constitució,41.369376,2.133047
1125,Sant Antoni - Pl de Sants,41.376062,2.136333
441,Av Tibidabo-Ronda de Dalt,41.414289,2.134144
450,Pl. Alfonso Comín-Isaac Newton,41.415150,2.136141
648,Major de Can Caralleu-Ronda de Dalt,41.401281,2.113442
171,Av Meridiana-S'Agaró,41.448149,2.187808
663,Ctra d'Horta-Ronda de Dalt,41.439599,2.154360
2485,Bruc-Aragó,41.394640,2.169006
1106,Lima-Caracas,41.439228,2.204478
1280,Estació TIR-Ronda Litoral,41.347015,2.148776
2143,Costa Pacheco 21,41.428037,2.131294
2510,Trelawny-Pg. Marítim,41.385008,2.195475
1625,Trelawny-Av. Litoral,41.385672,2.194599
1693,Av Granvia-Hospital Prínceps d'Espanya,41.343168,2.105187
1654,Sants-Gayarre,41.375257,2.139662
2548,Berenguer de Palou-Baixada de La Sagrera,41.420899,2.191320
533,Sagrera-Pl del General Moragues,41.418211,2.191309
2483,Antonio Machado-E M de Natació,41.444295,2.170505
1636,Creu Coberta-Pl. Espanya,41.375222,2.147537
199,Pl de l'Agrupació número 9,41.457522,2.163020
204,Agrupació número 16·17,41.463374,2.159267
768,Funicular de Vallvidrera-Pl Pep Ventura,41.414524,2.105310
775,Funicular de Vallvidrera,41.414226,2.105831
772,Camí Vell,41.408909,2.101650
194,Pl La Masia,41.480702,2.165273
195,Ctra del Cementiri de Collserola-Ramon Llull,41.473323,2.165004
207,Sales de Vetlla-Capelles,41.470330,2.156882
208,Ramon Llull-Ctra de Montcada,41.474253,2.166233
1637,Metro Hostafrancs,41.375281,2.144563
765,Cruïlla de Carreteras,41.418296,2.116550
766,Ctra de Vallvidrera-Accés Escola Judicial,41.416668,2.112264
767,Parc de la Budellera,41.415931,2.110116
770,Mont d'Orsà-Romanimar,41.411034,2.102903
771,Camí Santa Creu d'Olorda,41.409021,2.101650
773,Mont d'Orsà,41.411290,2.103152
774,Pl de Vallvidrera-Alberes,41.412984,2.104667
776,Font del Mont-Parc de la Budellera,41.415877,2.110201
777,Accés Escola Judicial,41.416693,2.112606
2454,Pg de Gràcia-Consell de Cent,41.391615,2.165430
778,Ctra de Vallvidrera-Cruïlla de Carreteres,41.417770,2.116702
779,Mentora Alsina,41.421733,2.121110
2429,Cardenal Tedeschini-Pl del Congrés Eucarístic,41.426185,2.181523
1374,Pl Dante,41.368640,2.165212
2144,Costa Pacheco-Av Elies Pagès,41.428356,2.132452
2145,Av Elies Pagès-Natzaret,41.427466,2.134806
1590,Av Indústria-Salvador Espriu,41.382624,2.069893
1234,Gran Via-Ildefons Cerdà,41.365781,2.136445
1051,Tiana-Quito,41.447169,2.201088
2430,Pl Congrés,41.425833,2.180585
2437,Olesa-Campo Florido,41.421444,2.183588
1115,Consell de Cent-Rector Triadó,41.376557,2.145704
1116,Moianès-Creu Coberta,41.374916,2.142501
1117,Moianès-Ctra de la Bordeta,41.373211,2.142430
1121,Constitució-Riera de Tena,41.369524,2.134587
1122,Olzinelles-Constitució,41.370357,2.137710
1682,Av. Granvia-Bloc I. Cerdà,41.361782,2.131960
1123,Olzinelles-Noguera Pallaresa,41.371937,2.137049
1124,Pl Bonet i Muixí,41.374228,2.136371
1730,Tajo-Ptge Vila i Rosell,41.429594,2.160350
2120,Lisboa-Alarcón,41.427572,2.153826
2121,Plàtans-Pl de la Clota,41.426335,2.150388
2123,Granja Vella-Basses d'Horta,41.427134,2.144904
2146,Granja Vella-Pg de la Vall d'Hebron,41.427150,2.144050
2147,Coll i Alentorn-Av Martí i Codolar,41.424512,2.147835
2148,Pantà de Tremp-Pl de la Clota,41.425689,2.149997
2149,Lisboa-Serrallonga,41.427457,2.153901
801,Av Joan XXIII-Maternitat,41.384196,2.122772
793,Sor Eulàlia d'Anzizu-Gran Capità,41.388114,2.109948
794,Sor Eulàlia d'Anzizu-Dulcet,41.389938,2.112436
795,Miret i Sans-Av d'Esplugues,41.391528,2.110861
782,Joan d'Alos-Av Pearson,41.391457,2.103830
783,Torrent de les Roses-Mare de Déu de la Merçé,41.389236,2.103567
1767,Escorial-Clínica Nostra Senyora del Remei,41.409804,2.159031
784,Pl Coll de Finestrelles,41.389022,2.104255
2356,Josep Serrano-Baró Sant Lluís,41.417233,2.162583
2357,Jaume Puigvert - Josep Serrano,41.416523,2.160860
2359,Av Can Baró-Bismarck,41.415217,2.161152
1619,Diagonal-Ciutat de Granada,41.404189,2.191262
1602,Diagonal-Roc Boronat,41.404571,2.191227
1525,Parc de Cervantes,41.385277,2.104711
2304,Doctor Ferran,41.390656,2.123588
1710,Manila-Doctor Ferran,41.389806,2.125704
2363,Ronda Guinardó-Sardenya,41.412174,2.162659
1794,Fabra i Puig,41.429359,2.183873
1793,Metro Maragall,41.424755,2.177418
2638,Via Favència-Trinitat Nova,41.446825,2.184214
1597,Diagonal-Josep Pla,41.410003,2.212899
1598,Diagonal-Selva de Mar,41.409165,2.209545
1599,Diagonal-Fluvià,41.407908,2.204555
1600,Diagonal-Parc del Poblenou,41.406357,2.198312
1601,Diagonal-Rambla del Poblenou,41.405444,2.194704
1621,Diagonal-Pere IV,41.406292,2.199611
1622,Diagonal-Bac de Roda,41.407592,2.204838
1623,Diagonal-Metro Selva de Mar,41.408882,2.209974
1624,Diagonal-Agricultura,41.409650,2.213097
2569,Antonio Machado-Barri de Canyelles,41.444218,2.170234
231,Metro Fabra i Puig,41.431678,2.183250
1593,Ctra Reial-Comerç,41.379573,2.066913
2658,Pl d'Eusebi Güell,41.390168,2.114287
2528,Balmes-Pelai,41.386174,2.166637
1837,Arnau d'Oms-La Jota,41.429313,2.177416
1416,Ramon Albó-Alexandre Galí,41.426650,2.177281
890,Av Meridiana-Navas de Tolosa,41.414468,2.186738
2583,Bac de Roda-Cristóbal de Moura,41.408152,2.203269
1976,Via Favència-Pablo Iglesias,41.446364,2.182770
760,Ctra de Vallvidrera al Tibidabo,41.424128,2.119182
485,Mare de Déu de Port-Foneria,41.360594,2.140330
486,Mare de Déu de Port-Alts Forns,41.359872,2.141606
848,Foc-Mare de Déu de Port,41.358417,2.144037
833,Ferrocarrils Catalans-Foc,41.359464,2.144480
834,Ferrocarrils Catalans-Alts Forns,41.360311,2.143043
487,Ferrocarrils Catalans-Aviador Duran,41.361352,2.141306
1570,Av Baix Llobregat-St Martí de l'Erm,41.373772,2.073974
1580,Josep Trueta-Sant Martí de L'Erm,41.372820,2.071313
1581,Sant Martí de L'Erm-Antonio Gaudí,41.371721,2.070600
1582,Av Barcelona-Extremadura,41.369312,2.073349
1065,Piferrer-Deià,41.432115,2.177744
1066,Piferrer-Pintor Alsamora,41.434481,2.179700
1068,Av Rio de Janeiro-Pg Valldaura,41.438930,2.181590
1985,Pl Àngel Pestaña,41.441010,2.179245
808,Rambla Prim-Marroc,41.416420,2.212094
1979,Av Rio de Janeiro-Baltasar Gracián,41.440098,2.182542
1091,Pg Andreu Nin-Parc Esportiu de Can Dragó,41.434251,2.181472
1980,Pg Ciutat de Mallorca-Av Rio de Janeiro,41.432491,2.180522
1984,Escultor Ordóñez-Pl de Sóller,41.433608,2.174932
2665,Sor Eulàlia d'Anzizu-Miret i Sans,41.389955,2.112265
1170,Metro Maragall,41.424602,2.176973
1782,Mitre-Doctor Fleming,41.394848,2.133718
1783,Mitre-Ganduxer,41.398898,2.133885
1806,Mitre-Ganduxer,41.398752,2.133459
1807,Mitre-Doctor Fleming,41.394782,2.133414
1063,Virgili-Pl de Montserrat Roca i Baltà,41.431303,2.193420
542,Pl de l'Abat Escarré,41.430178,2.191416
2299,Can Caralleu,41.401969,2.111630
2194,La Fosca-Chafarinas,41.448162,2.183251
847,Segura-Anoia,41.362561,2.140537
488,Segura-Foneria,41.362895,2.141768
1314,Av Sarrià-Doctor Fleming,41.391741,2.135872
1815,Borbó-Costa i Cuxart,41.428293,2.174566
1810,Pl de les Roquetes,41.448399,2.176179
1320,General Vives-Pg de Santa Eulàlia,41.403386,2.116248
1078,Parc del Pla de Fornells,41.448503,2.176362
1399,Fabra i Puig-Pg. Urrutia,41.436643,2.164549
1404,Fabra i Puig-Pg. Urrutia,41.436819,2.164489
2563,Rambla del Brasil-Roger,41.377266,2.129587
1278,Carrer número 1-Carrer número 62,41.345583,2.142514
1422,Radi-Ctra del Prat,41.362647,2.134807
1439,Av Pablo Picasso-Marià Fortuny,41.354973,2.087146
2310,Badal-Av. Carrilet,41.366569,2.134046
637,Camí de Can Caralleu-Ronda de Dalt,41.401837,2.114363
1991,Estació Av del Carrilet,41.358299,2.103502
2047,Av Paral-lel,41.374825,2.152836
1273,Carrer A-Carrer número 2,41.342374,2.144295
2382,Escorial-Sant Lluís,41.406345,2.162298
2394,Sant Salvador-Massens,41.408397,2.155967
2395,Sant Salvador-Verdi,41.407008,2.153413
2397,Sargelet-Maignon,41.408954,2.150858
2398,Valldoreix-Verdi,41.410068,2.151494
2399,Av del Coll del Portell-Sostres,41.410661,2.151408
1238,Pg. Zona Franca-Cisell,41.354396,2.142976
2400,Sostres-Baixada de la Glòria,41.412239,2.149738
2401,Arnold Schönberg-Av del Coll del Portell,41.412930,2.149311
2373,Av del Coll del Portell-Baixada de la Glòria,41.412099,2.150325
2375,Av del Coll del Portell-Rambla de Mercedes,41.411183,2.151865
2376,Albigesos-Verdi,41.410535,2.150596
2377,Verdi-Valldoreix,41.409268,2.151549
2379,Pl Rovira i Trias,41.407585,2.158781
2378,Torrent de les Flors-Cardener,41.409702,2.156679
681,Ctra Cementiri de Collserola-Residència Joan XXI,41.465157,2.156006
660,Residència Joan XXIII,41.464957,2.155989
1222,Av. Icària-Àlaba,41.393104,2.198985
2333,Antonio Machado-Artesania,41.444385,2.170821
1281,Pg. Zona Franca-Motors,41.351695,2.145339
264,Oblit-direcció Font d'en Fargas,41.419321,2.177609
265,Rambla Volart-Flors de Maig,41.417645,2.174358
266,La Bisbal - Av. Mare de Déu de Montserrat,41.418186,2.172766
240,Aguilar-Alt de Pedrell,41.425489,2.169482
241,Aguilar-Montserrat de Casanovas,41.423092,2.169784
242,Garriga i Roca-Sales Ferrer,41.421174,2.169872
243,Garriga i Roca-Ercilla,41.419783,2.170683
246,Rambla de la Muntanya-Vinyals,41.420136,2.175347
2645,General Vives-Via Augusta,41.404920,2.117631
1536,Via Augusta-Calvet,41.397720,2.139095
2380,Torrent de les Flors-Sant Lluís,41.406152,2.160202
2381,Pl Joanic,41.404928,2.162480
2122,Granja Vella-Av Martí i Codolar,41.426859,2.147947
405,Calderón de la Barca-Ctra del Carmel,41.419015,2.157319
406,Calderón de la Barca-Alcalde de Zalamea,41.420629,2.156840
407,Segimón-L'Alguer,41.420952,2.155096
408,Fastenrath-L'Hortal,41.421921,2.152672
411,Camí dels Àngels,41.421661,2.148969
412,Parc de La Creueta del Coll,41.421295,2.146272
1589,Av Indústria-Severo Ochoa,41.384558,2.072482
383,Metro Penitents,41.417448,2.140595
401,Sigüenza-La Murtra,41.423260,2.152613
402,Sigüenza-Ramon Rocafull,41.424123,2.154142
384,Mercat del Carmel,41.423571,2.155356
838,Floridablanca-Av. Mistral,41.376577,2.156056
385,Conca de Tremp-Agudells,41.422319,2.156492
386,Conca de Tremp-Arbós,41.421284,2.157319
387,Conca de Tremp-Queixans,41.420023,2.157510
1184,Manso-Comte Borrell,41.377400,2.161458
1186,Riera Alta-Nou de Dulce,41.380340,2.163744
1187,Riera Alta-Erasme de Janer,41.380478,2.166460
1188,Rambla del Raval-Aurora,41.379306,2.168224
1189,Rambla del Raval-Sant Pau,41.377630,2.170218
1190,Av Drassanes-Arc del Teatre,41.376628,2.173082
1191,Av Drassanes-Pl Portal de la Pau,41.376008,2.176738
715,Calàbria-Floridablanca,41.378209,2.157083
1208,Metro Drassanes,41.376420,2.174801
1209,Av Drassanes-Nou de la Rambla,41.376829,2.172727
1210,Rambla del Raval-Sant Josep Oriol,41.378008,2.170526
1211,Rambla del Raval-Hospital,41.379461,2.168798
1212,Pl Joan Amades,41.381394,2.168724
1213,Pl dels Àngels,41.382657,2.167890
1214,Montalegre-Valdonzella,41.384002,2.166783
417,Mercat de Sant Antoni,41.377342,2.161382
421,Mare de Déu del Remei-Grases,41.373013,2.156881
425,Elkano-Blasco de Garay,41.373174,2.162911
426,Elkano-Poeta Cabanyes,41.372580,2.164823
428,Vila i Vilà-Lafont,41.373897,2.169609
430,Vila i Vilà-Puigxuriguer,41.372925,2.172907
431,Piquer-Cabanes,41.372842,2.170582
433,Nou de la Rambla-Av Paral·lel,41.374419,2.169511
2255,Mallorca-Viladomat,41.384497,2.150058
322,Pg de Solé i Pla,41.427118,2.088599
353,Pl Major del Rectoret,41.427377,2.092210
312,Torrent del Rovelló-Camí del Pantá,41.419371,2.096908
294,Torrent del Rovelló-Camí Baix del Mas Sauró,41.418243,2.094446
295,Camí Alt del Mas Sauró-Font Mosen Cinto Verdaguer,41.417827,2.094892
296,Camí Alt del Mas Sauró-Camí del Ciureny,41.417870,2.096494
298,Camí del Mas Sauró,41.417083,2.096513
299,Can Sauró,41.415907,2.095041
1301,París-Calàbria,41.386985,2.144499
313,Mas Sauró-Camí del Pebràs,41.415668,2.092830
314,"Can Sauró,direcció Mas Guimbau",41.415924,2.095180
315,"Camí del Mas Sauró,direcció Mas Guimbau",41.417056,2.096346
317,"Camí del Ciureny,direcció Mas Guimbau",41.417899,2.096575
318,"Font Mossen Cinto Verdaguer,direcció Mas Guimbau",41.417892,2.095145
